publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,macrophyte_identification,dm_gm2,log_dm_gm2,dm_gm2_value,dm_gm2_conversion,dm_gm2_location,tp_stock_gm2,log_tp_stock_gm2,tp_stock_gm2_value,tp_stock_gm2_conversion,tp_stock_gm2_location,tn_stock_gm2,log_tn_stock_gm2,tn_stock_gm2_value,tn_stock_gm2_conversion,tn_stock_gm2_location
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Vallisneria americana,38,1.58,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Chara spp.,42,1.623,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Vallisneria americana,58,1.763,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Potamogeton illinoensis,84,1.924,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Chara spp.,85,1.929,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Hydrilla verticillata,90,1.954,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Hydrilla verticillata,93,1.968,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Vallisneria americana,98,1.991,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Hydrilla verticillata,100,2,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Chara spp.,222,2.346,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Vallisneria americana,243,2.386,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Potamogeton illinoensis,270,2.431,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Chara spp.,271,2.433,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Vallisneria americana,290,2.462,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Hydrilla verticillata,307,2.487,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Hydrilla verticillata,391,2.592,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rodusky et al., 2005","Rodusky, A. J., Sharfstein, B., East, T. L., & Maki, R. P.",2005,A Comparison of Three Methods to Collect Submerged Aquatic Vegetation in a Shallow Lake,Environmental Monitoring and Assessment,https://doi.org/10.1007/s10661-005-6338-2,NA,Florida,United States of America,Lake Okeechobee hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,Potamogeton illinoensis,476,2.678,maximum,none,table 1,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rooney et al., 2003","Rooney, N., Kalff, J., & Habel, C.",2003,"The role of submerged macrophyte beds in phosphorus and sediment accumulation in Lake Memphremagog, Quebec, Canada",Limnology and Oceanography,https://doi.org/10.4319/lo.2003.48.5.1927,NA,Northwest Territories,Canada,Waterloo Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,macrophyte community,143,2.155,mean,none,table 5,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rooney et al., 2003","Rooney, N., Kalff, J., & Habel, C.",2003,"The role of submerged macrophyte beds in phosphorus and sediment accumulation in Lake Memphremagog, Quebec, Canada",Limnology and Oceanography,https://doi.org/10.4319/lo.2003.48.5.1927,NA,Northwest Territories,Canada,Brome Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,macrophyte community,195,2.29,mean,none,table 5,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rooney et al., 2003","Rooney, N., Kalff, J., & Habel, C.",2003,"The role of submerged macrophyte beds in phosphorus and sediment accumulation in Lake Memphremagog, Quebec, Canada",Limnology and Oceanography,https://doi.org/10.4319/lo.2003.48.5.1927,NA,Northwest Territories,Canada,D'Argent Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,macrophyte community,212,2.326,mean,none,table 5,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rooney et al., 2003","Rooney, N., Kalff, J., & Habel, C.",2003,"The role of submerged macrophyte beds in phosphorus and sediment accumulation in Lake Memphremagog, Quebec, Canada",Limnology and Oceanography,https://doi.org/10.4319/lo.2003.48.5.1927,NA,Northwest Territories,Canada,Magog Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,macrophyte community,675,2.829,mean,none,table 5,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rooney et al., 2003","Rooney, N., Kalff, J., & Habel, C.",2003,"The role of submerged macrophyte beds in phosphorus and sediment accumulation in Lake Memphremagog, Quebec, Canada",Limnology and Oceanography,https://doi.org/10.4319/lo.2003.48.5.1927,NA,Northwest Territories,Canada,Hertel Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,macrophyte community,890,2.949,mean,none,table 5,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Rothman and Bouchard, 2007","Rothman, E., & Bouchard, V.",2007,Regulation of carbon processes by macrophyte species in a Great Lakes coastal wetland,Wetlands,https://doi.org/10.1672/0277-5212(2007)27[1134:ROCPBM]2.0.CO;2,NA,Ohio,United States of America,Lake Erie Ottawa National Wildlife Refuge coastal wetland,non_tidal_coastal_wetland,wetland,wetland,aboveground Sagittaria latifolia,500,2.699,mean,none,table 2,-9999,-9999,NA,NA,NA,18,1.255,mean,none,table 2
"Rothman and Bouchard, 2007","Rothman, E., & Bouchard, V.",2007,Regulation of carbon processes by macrophyte species in a Great Lakes coastal wetland,Wetlands,https://doi.org/10.1672/0277-5212(2007)27[1134:ROCPBM]2.0.CO;2,NA,Ohio,United States of America,Lake Erie Ottawa National Wildlife Refuge coastal wetland,non_tidal_coastal_wetland,wetland,wetland,aboveground Typha spp.,1177,3.071,mean,none,table 2,-9999,-9999,NA,NA,NA,23,1.362,mean,none,table 2
"Rothman and Bouchard, 2007","Rothman, E., & Bouchard, V.",2007,Regulation of carbon processes by macrophyte species in a Great Lakes coastal wetland,Wetlands,https://doi.org/10.1672/0277-5212(2007)27[1134:ROCPBM]2.0.CO;2,NA,Ohio,United States of America,Lake Erie Ottawa National Wildlife Refuge coastal wetland,non_tidal_coastal_wetland,wetland,wetland,aboveground Phragmites australis,1522,3.182,mean,none,table 2,-9999,-9999,NA,NA,NA,29,1.462,mean,none,table 2
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground moss community,22,1.342,mean,none,table 4,-9999,-9999,NA,NA,NA,0.51,-0.296,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground moss community,132,2.121,mean,none,table 4,-9999,-9999,NA,NA,NA,0.58,-0.235,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground vascular plant community,87,1.94,mean,none,table 4,-9999,-9999,NA,NA,NA,1.37,0.136,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground vascular plant community,107,2.029,mean,none,table 4,-9999,-9999,NA,NA,NA,1.48,0.17,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground moss community,80,1.903,mean,none,table 4,-9999,-9999,NA,NA,NA,1.8,0.255,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground moss community,26,1.415,mean,none,table 4,-9999,-9999,NA,NA,NA,1.93,0.285,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground vascular plant community,72,1.857,mean,none,table 4,-9999,-9999,NA,NA,NA,2.04,0.309,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground moss community,105,2.021,mean,none,table 4,-9999,-9999,NA,NA,NA,2.76,0.441,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground vascular plant community,125,2.097,mean,none,table 4,-9999,-9999,NA,NA,NA,4.91,0.691,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saari et al., 2010","Saari, P., Saari, V., Luotonen, H., & Alm, J.",2010,Vegetation Change in Peatland Buffers as an Indicator of Active Areas of Run-On from Forestry,Finnish Zoological and Botanical Publishing Board,https://doi.org/10.5735/085.047.0602,NA,NA,Finland,lake floodplain peatland,fen,wetland,wetland,aboveground vascular plant community,27,1.431,mean,none,table 4,-9999,-9999,NA,NA,NA,6.72,0.827,mean,g/kg with g/m2 to calculate g/m2,table 3
"Saarinen, 1996","Saarinen, T.",1996,Biomass and production of two vascular plants in a boreal mesotrophic fen,Canadian Journal of Botany,https://doi.org/10.2307/1942231,"Wetzel, 2010",NA,Finland,Fen,fen,wetland,wetland,aboveground Carex rostra-dominated community,185,2.267,seasonal maxium,none,table 18-8,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Sager et al., 1998","Sager, E. P., Whillans, T. H., & Fox, M. G.",1998,Factors influencing the recovery of submersed macrophytes in four coastal marshes of Lake Ontario,Wetlands,https://doi.org/10.1007/BF03161661,NA,Ontario,Canada,Lake Ontario coastal marsh,non_tidal_coastal_wetland,wetland,wetland,aboveground macrophyte community,1.3,0.114,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Sager et al., 1998","Sager, E. P., Whillans, T. H., & Fox, M. G.",1998,Factors influencing the recovery of submersed macrophytes in four coastal marshes of Lake Ontario,Wetlands,https://doi.org/10.1007/BF03161661,NA,Ontario,Canada,Lake Ontario coastal marsh,non_tidal_coastal_wetland,wetland,wetland,aboveground macrophyte community,4.21,0.624,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Sager et al., 1998","Sager, E. P., Whillans, T. H., & Fox, M. G.",1998,Factors influencing the recovery of submersed macrophytes in four coastal marshes of Lake Ontario,Wetlands,https://doi.org/10.1007/BF03161661,NA,Ontario,Canada,Lake Ontario coastal marsh,non_tidal_coastal_wetland,wetland,wetland,aboveground macrophyte community,36.8,1.566,mean,none,table 2,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
"Santos and Esteves, 2004","Santos, A. M. D., & Esteves, F. D. A.",2004,Influence of water level fluctuation on the mortality and aboveground biomass of the aquatic macrophyte Eleocharis interstincta (VAHL) roemer et schults,Brazilian Archives of Biology and Technology,https://doi.org/10.1590/S1516-89132004000200016,NA,Rio de Janeiro,Brazil,Cabiunas lagoon,non_tidal_coastal_wetland,wetland,wetland,aboveground Eleocharis interstincta-dominated community,20.2,1.305,minimum,none,results text,-9999,-9999,NA,NA,NA,-9999,-9999,NA,NA,NA
