publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,chla_ugl,log_chla_ugl,chla_ugl_value,chla_ugl_conversion,chla_ugl_location,water_tp_ugl,log_water_tp_ugl,water_tp_ugl_conversion,water_tp_ugl_location
"Soto Cardenas et al., 2025","Soto Cardenas, C., Gerea, M., Queimalinos, C., & Jara, F. G.",2025,"Seasonal dynamics of winter-spring algal blooms in the temporary wetlands of Andean Patagonia, Argentina",New Zealand Journal of Marine and Freshwater Research,https://doi.org/10.1080/00288330.2025.2506697,NA,NA,Argentina,Pitranto wet meadow,wet_meadow,wetland,wetland,10.7,1.029,mean,none,table 1,409,2.612,none,table 1
"Stefanoff et al., 2018","Stefanoff, S., Vogt, R. J., Howell, T., & Sharma, S.",2018,Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron,Journal of Great Lakes Research,https://doi.org/10.1016/j.jglr.2018.02.009,NA,Michigan,United States of America,Lake Huron oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,0.5,-0.301,mean,none,table 1,3.1,0.491,none,table 1
"Stefanoff et al., 2018","Stefanoff, S., Vogt, R. J., Howell, T., & Sharma, S.",2018,Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron,Journal of Great Lakes Research,https://doi.org/10.1016/j.jglr.2018.02.009,NA,Michigan,United States of America,Lake Huron oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.4,0.146,mean,none,table 1,6,0.778,none,table 1
"Stefanoff et al., 2018","Stefanoff, S., Vogt, R. J., Howell, T., & Sharma, S.",2018,Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron,Journal of Great Lakes Research,https://doi.org/10.1016/j.jglr.2018.02.009,NA,Michigan,United States of America,Lake Huron oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.02,0.009,mean,none,table 1,11.6,1.064,none,table 1
"Stefanoff et al., 2018","Stefanoff, S., Vogt, R. J., Howell, T., & Sharma, S.",2018,Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron,Journal of Great Lakes Research,https://doi.org/10.1016/j.jglr.2018.02.009,NA,Michigan,United States of America,Lake Huron oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,2.3,0.362,mean,none,table 1,16.8,1.225,none,table 1
"Stefanoff et al., 2018","Stefanoff, S., Vogt, R. J., Howell, T., & Sharma, S.",2018,Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron,Journal of Great Lakes Research,https://doi.org/10.1016/j.jglr.2018.02.009,NA,Michigan,United States of America,Lake Huron oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,6.2,0.792,mean,none,table 1,34.2,1.534,none,table 1
"Stefanoff et al., 2018","Stefanoff, S., Vogt, R. J., Howell, T., & Sharma, S.",2018,Phytoplankton and benthic algal response to ecosystem engineers and multiple stressors in the nearshore of Lake Huron,Journal of Great Lakes Research,https://doi.org/10.1016/j.jglr.2018.02.009,NA,Michigan,United States of America,Lake Huron oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,7,0.845,mean,none,table 1,36.9,1.567,none,table 1
"Stevic et al., 2013","Stevic, F., Cerba, D., Turkovic Cakalic, I., Zuna Pfeiffer, T., Vidakovic, J., & Mihaljevic, M.",2013,Interrelations between Dreissena polymorpha colonization and autotrophic periphyton development ? a field study in a temperate floodplain lake,Fundamental and Applied Limnology,https://doi.org/10.1127/1863-9135/2013/0434,NA,NA,Croatia,Lake Sakadas hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,25.1,1.4,mean,none,table 1,193,2.286,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,24.28,1.385,mean,none,table 1,76,1.881,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,30.46,1.484,mean,none,table 1,92,1.964,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,40.94,1.612,mean,none,table 1,131,2.117,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,11.9,1.076,mean,none,table 1,168,2.225,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,21.18,1.326,mean,none,table 1,222,2.346,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,29.99,1.477,mean,none,table 1,252,2.401,none,table 1
"Tarkowska-Kukuryk and Mieczan, 2012","Tarkowska-Kukuryk, M., & Mieczan, T.",2012,Effect of substrate on periphyton communities and relationships among food web components in shallow hypertrophic lake,Journal of Limnology,https://doi.org/10.4081/jlimnol.2012.e30,NA,NA,Poland,Lake Syczynskie shallow hypereutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,24.4,1.387,mean,none,table 1,321,2.507,none,table 1
"Tolonen et al., 2005","Tolonen, K. T., Holopainen, I. J., Hamalainen, H., Rahkola-Sorsa, M., Ylostalo, P., Mikkonen, K., & Karjalainen, J.",2005,Littoral species diversity and biomass: concordance among organismal groups and the effects of environmental variables,Biodiversity & Conservation,https://doi.org/10.1007/s10531-004-8414-2,NA,NA,Finland,Lake Puruvesi oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,158.9,2.201,mean,mg/m3 to ug/l,table 2,4.1,0.613,none,table 1
"Tolonen et al., 2005","Tolonen, K. T., Holopainen, I. J., Hamalainen, H., Rahkola-Sorsa, M., Ylostalo, P., Mikkonen, K., & Karjalainen, J.",2005,Littoral species diversity and biomass: concordance among organismal groups and the effects of environmental variables,Biodiversity & Conservation,https://doi.org/10.1007/s10531-004-8414-2,NA,NA,Finland,Lake Phyaselka mesoligotrophic littoral zone,mesotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,450.8,2.654,mean,mg/m3 to ug/l,table 2,11.7,1.068,none,table 1
"Tolonen et al., 2005","Tolonen, K. T., Holopainen, I. J., Hamalainen, H., Rahkola-Sorsa, M., Ylostalo, P., Mikkonen, K., & Karjalainen, J.",2005,Littoral species diversity and biomass: concordance among organismal groups and the effects of environmental variables,Biodiversity & Conservation,https://doi.org/10.1007/s10531-004-8414-2,NA,NA,Finland,Lake Haukivesi mesoligotrophic littoral zone,mesotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,917,2.962,mean,mg/m3 to ug/l,table 2,18.9,1.276,none,table 1
"Toporowska et al., 2018","Toporowska, M., Rechulicz, J., Adamczuk, M., & Niedzwiecki, M.",2018,"The role of abiotic and biotic environmental factors in shaping epiphyton on common reed in shallow, hydrologically transformed, temperate lakes",Knowledge & Management of Aquatic Ecosystems,https://doi.org/10.1051/kmae/2018005,NA,NA,Poland,Skomielno Lake mesoeutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,10.9,1.037,mean,none,table 4,60,1.778,mg/l to ug/l,table 4
"Toporowska et al., 2018","Toporowska, M., Rechulicz, J., Adamczuk, M., & Niedzwiecki, M.",2018,"The role of abiotic and biotic environmental factors in shaping epiphyton on common reed in shallow, hydrologically transformed, temperate lakes",Knowledge & Management of Aquatic Ecosystems,https://doi.org/10.1051/kmae/2018005,NA,NA,Poland,CzarneSosn Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,17.8,1.25,mean,none,table 4,72,1.857,mg/l to ug/l,table 4
"Toporowska et al., 2018","Toporowska, M., Rechulicz, J., Adamczuk, M., & Niedzwiecki, M.",2018,"The role of abiotic and biotic environmental factors in shaping epiphyton on common reed in shallow, hydrologically transformed, temperate lakes",Knowledge & Management of Aquatic Ecosystems,https://doi.org/10.1051/kmae/2018005,NA,NA,Poland,Tomaszne Lake eutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,48,1.681,mean,none,table 4,85,1.929,mg/l to ug/l,table 4
"Toporowska et al., 2018","Toporowska, M., Rechulicz, J., Adamczuk, M., & Niedzwiecki, M.",2018,"The role of abiotic and biotic environmental factors in shaping epiphyton on common reed in shallow, hydrologically transformed, temperate lakes",Knowledge & Management of Aquatic Ecosystems,https://doi.org/10.1051/kmae/2018005,NA,NA,Poland,Krzczen Lake hypereutrophic littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,143.1,2.156,mean,none,table 4,244,2.387,mg/l to ug/l,table 4
"Travaini-Lima and Sipauba-Tavares, 2012","Travaini-Lima, F., & Sipauba-Tavares, L. H.",2012,Efficiency of a constructed wetland for wastewaters treatment,Acta Limnologica Brasiliensia,https://doi.org/10.1590/S2179-975X2012005000043,NA,Sao Paulo,Brazil,constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,30,1.477,mean,mg/l to ug/l,table 2,100,2,mg/l to ug/l,table 2
"Travaini-Lima and Sipauba-Tavares, 2012","Travaini-Lima, F., & Sipauba-Tavares, L. H.",2012,Efficiency of a constructed wetland for wastewaters treatment,Acta Limnologica Brasiliensia,https://doi.org/10.1590/S2179-975X2012005000043,NA,Sao Paulo,Brazil,constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,50,1.699,mean,mg/l to ug/l,table 2,100,2,mg/l to ug/l,table 2
"Travaini-Lima and Sipauba-Tavares, 2012","Travaini-Lima, F., & Sipauba-Tavares, L. H.",2012,Efficiency of a constructed wetland for wastewaters treatment,Acta Limnologica Brasiliensia,https://doi.org/10.1590/S2179-975X2012005000043,NA,Sao Paulo,Brazil,constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,20,1.301,mean,mg/l to ug/l,table 2,200,2.301,mg/l to ug/l,table 2
"Travaini-Lima and Sipauba-Tavares, 2012","Travaini-Lima, F., & Sipauba-Tavares, L. H.",2012,Efficiency of a constructed wetland for wastewaters treatment,Acta Limnologica Brasiliensia,https://doi.org/10.1590/S2179-975X2012005000043,NA,Sao Paulo,Brazil,constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,40,1.602,mean,mg/l to ug/l,table 2,300,2.477,mg/l to ug/l,table 2
"Travaini-Lima and Sipauba-Tavares, 2012","Travaini-Lima, F., & Sipauba-Tavares, L. H.",2012,Efficiency of a constructed wetland for wastewaters treatment,Acta Limnologica Brasiliensia,https://doi.org/10.1590/S2179-975X2012005000043,NA,Sao Paulo,Brazil,constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,20,1.301,mean,mg/l to ug/l,table 2,400,2.602,mg/l to ug/l,table 2
"Travaini-Lima and Sipauba-Tavares, 2012","Travaini-Lima, F., & Sipauba-Tavares, L. H.",2012,Efficiency of a constructed wetland for wastewaters treatment,Acta Limnologica Brasiliensia,https://doi.org/10.1590/S2179-975X2012005000043,NA,Sao Paulo,Brazil,constructed treatment wetland,constructed_treatment_wetland,wetland,wetland,20,1.301,mean,mg/l to ug/l,table 2,3800,3.58,mg/l to ug/l,table 2
"Trobajo et al., 2002","Trobajo, R., Quintana, X. D., & Moreno-Amich, R.",2002,Model of alternative predominance of phytoplankton-periphyton-macrophytes in lentic waters of Mediterranean coastal wetlands,Archiv fur Hydrobiologie,NA,NA,NA,Spain,freshwater spring,non_tidal_coastal_wetland,wetland,wetland,18.11,1.258,mean,none,table 4,60.39,1.781,uM to ug/l,table 4
"Trobajo et al., 2002","Trobajo, R., Quintana, X. D., & Moreno-Amich, R.",2002,Model of alternative predominance of phytoplankton-periphyton-macrophytes in lentic waters of Mediterranean coastal wetlands,Archiv fur Hydrobiologie,NA,NA,NA,Spain,freshwater lagoon and channel,non_tidal_coastal_wetland,wetland,wetland,16.14,1.208,mean,none,table 4,205.33,2.312,uM to ug/l,table 4
"Trobajo et al., 2002","Trobajo, R., Quintana, X. D., & Moreno-Amich, R.",2002,Model of alternative predominance of phytoplankton-periphyton-macrophytes in lentic waters of Mediterranean coastal wetlands,Archiv fur Hydrobiologie,NA,NA,NA,Spain,freshwater pond,non_tidal_coastal_wetland,wetland,wetland,7.69,0.886,mean,none,table 4,447.52,2.651,uM to ug/l,table 4
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Huhmari Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,6.6,0.82,mean,mg/m3 to ug/l,table 1,8,0.903,none,table 1
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Haukiijarvi Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,7.1,0.851,mean,mg/m3 to ug/l,table 1,13,1.114,none,table 1
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Tavilammi Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,10.7,1.029,mean,mg/m3 to ug/l,table 1,15,1.176,none,table 1
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Mekkojarvi Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,3,0.477,mean,mg/m3 to ug/l,table 1,16,1.204,none,table 1
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Nimeton Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,1.5,0.176,mean,mg/m3 to ug/l,table 1,18,1.255,none,table 1
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Horkkajarvi Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,4.9,0.69,mean,mg/m3 to ug/l,table 1,21,1.322,none,table 1
"Vesterinen et al., 2017","Vesterinen, J., Devlin, S. P., Syv?ranta, J., & Jones, R. I.",2017,Influence of littoral periphyton on whole-lake metabolism relates to littoral vegetation in humic lakes,Ecology,https://doi.org/10.1002/ecy.2012,NA,NA,Finland,Molakka Lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,5.4,0.732,mean,mg/m3 to ug/l,table 1,23,1.362,none,table 1
"Vlaicevic et al., 2017","Vlaicevic, B., Vidakovic, J., & Cerba, D.",2017,The colonization and succession patterns of the periphytic ciliate community in a temperate floodplain lake,Biologia,https://doi.org/10.1515/biolog-2017-0028,NA,NA,Croatia,Lake Sakadas hypereutrophic floodplain littoral zone,eutrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,38.17,1.582,mean,none,results text,418.2,2.621,none,table 1
"Wang and Sample, 2014","Wang, C. Y., & Sample, D. J.",2014,Assessment of the nutrient removal effectiveness of floating treatment wetlands applied to urban retention ponds,Journal of Environmental Management,https://doi.org/10.1016/j.jenvman.2014.02.008,NA,Virginia,United States of America,Ashby  urban retention pond,constructed_treatment_wetland,wetland,wetland,16.17,1.209,mean,none,table 2,150,2.176,mg/l to ug/l,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,8.01,0.904,mean,none,table 1,49,1.69,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,20.7,1.316,mean,none,table 1,60,1.778,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,21.9,1.34,mean,none,table 1,78,1.892,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,18.2,1.26,mean,none,table 1,88,1.944,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,26.2,1.418,mean,none,table 1,91,1.959,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,29.5,1.47,mean,none,table 1,97,1.987,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,17.9,1.253,mean,none,table 1,105,2.021,none,table 1
"Wang et al., 2020","Wang, T., Wang, Q., Xia, S., Yan, C., & Pei, G.",2020,"Response of benthic algae to environmental conditions in an urban lake recovered from eutrophication, China",Journal of Oceanology and Limnology,https://doi.org/10.1007/s00343-019-8362-z,NA,Hubei,China,Donghu Lake shallow eutrophic,shallow_lake,shallow_lake_and_pond,other_fw_benthic_system,46.8,1.67,mean,none,table 1,304,2.483,none,table 1
"Weilhoefer et al., 2008","Weilhoefer, C. L., Pan, Y., & Eppard, S.",2008,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,Wetlands,https://doi.org/10.1672/07-114.1,NA,Oregon,United States of America,Jackson Bottom Wetlands Preserve wetland,floodplain_wetland,wetland,wetland,38,1.58,mean,none,table 2,107,2.029,none,table 2
"Weilhoefer et al., 2008","Weilhoefer, C. L., Pan, Y., & Eppard, S.",2008,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,Wetlands,https://doi.org/10.1672/07-114.1,NA,Oregon,United States of America,Tualatin River floodplain wetland,floodplain_wetland,wetland,wetland,20,1.301,mean,none,table 2,119,2.076,none,table 2
"Weilhoefer et al., 2008","Weilhoefer, C. L., Pan, Y., & Eppard, S.",2008,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,Wetlands,https://doi.org/10.1672/07-114.1,NA,Oregon,United States of America,Tualatin River floodplain wetland,floodplain_wetland,wetland,wetland,7,0.845,mean,none,table 2,133,2.124,none,table 2
"Weilhoefer et al., 2008","Weilhoefer, C. L., Pan, Y., & Eppard, S.",2008,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,Wetlands,https://doi.org/10.1672/07-114.1,NA,Oregon,United States of America,Tualatin River floodplain wetland,floodplain_wetland,wetland,wetland,117,2.068,mean,none,table 2,306,2.486,none,table 2
"Weilhoefer et al., 2008","Weilhoefer, C. L., Pan, Y., & Eppard, S.",2008,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,Wetlands,https://doi.org/10.1672/07-114.1,NA,Oregon,United States of America,Tualatin River floodplain wetland,floodplain_wetland,wetland,wetland,36,1.556,mean,none,table 2,499,2.698,none,table 2
"Weilhoefer et al., 2008","Weilhoefer, C. L., Pan, Y., & Eppard, S.",2008,The effects of river floodwaters on floodplain wetland water quality and diatom assemblages,Wetlands,https://doi.org/10.1672/07-114.1,NA,Oregon,United States of America,Tualatin River floodplain wetland,floodplain_wetland,wetland,wetland,76,1.881,mean,none,table 2,577,2.761,none,table 2
"Zhao et al., 2025","Zhao, X., Wang, R., Li, M., Guo, X., Lu, S., Li, M., & Wu, H.",2025,Intensified performance and mechanism of nitrogen removal in constructed wetland incorporating algal pond for treating low carbon nitrogen ratio wastewater,Bioresource Technology,https://doi.org/10.1016/j.biortech.2025.132488,NA,NA,China,constructed treatment algal pond,constructed_treatment_wetland,wetland,wetland,2400,3.38,mean,mg/l to ug/l,table 2,2600,3.415,mg/l to ug/l,table 1
"Zhao et al., 2025","Zhao, X., Wang, R., Li, M., Guo, X., Lu, S., Li, M., & Wu, H.",2025,Intensified performance and mechanism of nitrogen removal in constructed wetland incorporating algal pond for treating low carbon nitrogen ratio wastewater,Bioresource Technology,https://doi.org/10.1016/j.biortech.2025.132488,NA,NA,China,constructed treatment algal pond,constructed_treatment_wetland,wetland,wetland,2000,3.301,mean,mg/l to ug/l,table 2,4900,3.69,mg/l to ug/l,table 1
"Zimmer et al., 2009","Zimmer, K. D., Hanson, M. A., Herwig, B. R., & Konsti, M. L.",2009,Thresholds and Stability of Alternative Regimes in Shallow Prairie-Parkland Lakes of Central North America,Ecosystems,https://doi.org/10.1007/S10021-009-9262-4,NA,Minnesota,United States of America,Parkland lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,13,1.114,mean,none,table 1,34,1.531,none,table 1
"Zimmer et al., 2009","Zimmer, K. D., Hanson, M. A., Herwig, B. R., & Konsti, M. L.",2009,Thresholds and Stability of Alternative Regimes in Shallow Prairie-Parkland Lakes of Central North America,Ecosystems,https://doi.org/10.1007/S10021-009-9262-4,NA,Minnesota,United States of America,Prairie lake littoral zone,lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,65,1.813,mean,none,table 1,193,2.286,none,table 1
